y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015
9999,0.0,9.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,2,0,2.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.8,6.6,0,0,11.4,0,0,0,0,0,0,0,17.6,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,30.9,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,7.9,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,30.2,0,0,0,39,0,2.1,0,0,0,0,0,0,0,0,0,0,0,14.2,0,0,18.9
0.0,0.0,19.1,0.0,0.3,32.5,0.8,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12.8,0,9.5,0,0,0,0,0,1,14.5,0,0,0,0,0,0,0
0.0,0.0,11.9,12.7,0.0,38.9,0,0,1,0,0,0,0,0,33,0,0,0,0.9,0,0,83,0,0,7.3,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,9999
0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0,0,0,0,0,24.9,0,0,0,2.2,19,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,1.4,1.6,5.8,0,0,0,1.5,0,0,0,0,0,0,0,0,0,9999
0.0,0.0,0.0,0.0,0.0,0,3.6,42.2,30.7,3,0,7.4,0.8,0,27.9,0,0,0,0,0,0,0.7,0,0.4,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9,0,0,0,0,9999
0.0,0.0,0.0,0.0,11.7,0,1,0.5,7.6,0,0,0,0.5,0,0,0,0,0,0,7.4,0,1.7,0,6.6,1.5,0,0,0,0,0,0,0,0,0,16,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
8.1,0.0,0.0,0.0,0.0,1.5,0,0,14.5,0,0,0,0,0,0,0,0,0,0,16.3,0,0,0,77.5,0,0,0,0,4.7,0,0,0,0,0,0,13,0,1.6,14,14,0,0,0,9.5,0,0,0,0,0,1,9999
60.5,0.0,0.0,0.0,0.0,27.4,0,6.4,2.3,21.6,19.6,0,0,15.7,0,0,0,0,0,0.3,5.2,0,0,0.8,0,1.9,0,0,0.2,0,0,0,0,10.1,0,0,0,0,0,0,4.5,0,0,7,0,0,0,0,0,0,9999
0.3,2.5,0.0,0.0,0.0,0,2,52.1,0.8,4.8,0,0,0,0.3,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0.1,0,0,0,0,6.6,0,3.5,0,0,0,0,13,0,4.5,0,0,0,0,1.2,0,0,9999
0.5,0.0,0.0,0.0,0.0,0.5,23.1,1.8,0,0,0,4.1,8.4,0,0,0,0,0,0,0,1,36,0,20.3,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.3,0,0,0,14.8,0,1,0,0,0,0,0,0,0,9999
0.0,0.3,0.3,0.0,0.0,0.3,0,0,0,0,0,0.8,0,0,0,0,0,4.2,0,22,37,3,0,11.8,0,0,0,0,0,0,0,0,0,0,21.9,7.4,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,9999
0.0,11.2,0.0,0.8,0.8,25.1,0,0,0,0,0,9.4,4.3,0,0,0,0,1,0,17.3,1,1.7,0,0,0,0,0,0,0,0,0,0,0,0.4,2.1,0,0,0.1,0,0,0,7.1,0,0,0,0,0,0,0,0,9999
0.0,2.0,0.0,0.8,3.6,0,0,0,0,0,0,4.3,0.5,0,0,0,0,24.5,0,11.5,0.4,0,0,0,0,0,0,1.3,2,0,1.4,0,0,0,0,3,0,0,0,0,0,0.9,3.8,0,0,0,0,0,0,0,9999
0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0,0,0,7.9,0,8.1,0,0,9.5,0,7.8,0,0,0,0,0.1,0,0,0,40,0,19,0,0,0,0,25.4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,9999
0.0,0.0,0.0,0.0,0.0,0,0,0,0,5.8,0,3,0,0,9.7,0,0,20,0,0.8,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.7,6.8,0,0,0,0,53.6,0,5,0,0,0,0,0,0,9999
0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.8,33,0,0,24.9,5.8,0,17.6,2.2,12.8,0,0,3.2,0,0,0,0,0,46.7,0.1,0,0,0.6,0,0,0,3.1,0,0,0,0,1.3,13.5,0,0,0,0,0,0,0,0,9999
0.0,0.0,0.0,26.4,0.0,0.3,1,0,0,6.4,1.3,0,16.8,5.3,8.4,2.8,0,0,0,0,0,0.9,0,0,2.3,21.5,0,0,0,0,20.4,0,3.9,0,3.5,4.9,0,0,8.1,8.1,0,4.4,0,0,0,0,0,0,0,0,9999
0.0,1.3,0.0,0.0,1.5,0,0,0,0,0,0,0,0,0,42.2,0,0,0,0,14.9,0,0,0,1,0,0.8,0,12,0,0,0,0,0,0,0,0,19.1,0,0,0,0,1,9,0,55,0,0,0,0,0,9999
7.1,27.9,4.8,0.0,0.0,1,0,0.5,0,0,0,0,0,0,24.6,0,0,0,0,0.9,0.9,0,0,0,0.5,0,0,5.2,0,0,20.1,0,4.9,0,4.9,0,26.5,0,0.8,0.8,0,0,0,0,0,0,0,12.4,1.8,0.2,9999
0.0,16.8,26.9,16.5,0.0,4.3,14,2,0,0,0,0,0.3,0,6.6,0,0,0,0,0,9.9,0,0,0,36,1.1,0,0.4,8.6,0,23.3,0.3,5.4,0,16,17.5,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,9999
0.0,2.8,3.0,2.0,5.6,46,0.5,0,0,0,0,0,16,0,0.3,0,0,0,0,0,1.3,21,0,0,2.5,0,0,0,3.7,0,56.7,0,0,0,3.1,0,0,0.1,0,0,5.5,0,0,0,10.5,7.3,0,0,0,0,9999
0.0,0.3,0.0,0.0,0.0,0.5,63.5,0,0,0.8,0,0,0,0,0,0,0,0,0,7,16,0,23.9,0,0,0,0,0,0,0,0,0,0,16.5,4.2,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,9999
0.0,14.0,0.0,0.0,0.0,0.3,1.8,0,0,11.2,0.3,0,17.3,0,0,0,0,1.5,0,1.7,0,38.8,8.7,0,0,10,0,0,0,0,0,0,0,48.3,0,1.3,14.6,0.5,0,0,0,3.8,0,0,0,0.6,0,0,20.2,0,9999
0.0,0.0,0.0,0.0,0.0,13.5,0.5,0,0,14.7,22.9,0,0,0,0,0,0,0,7.5,29.4,0,0.9,0.9,0,1.2,9.7,0,6.4,0.3,0,0,0,47.5,0,4.9,0,7,0,0,0,0,40,0,0,0,0.7,0,0,0,0,9999
0.8,1.5,0.0,8.9,0.0,0.8,0,8.9,2.5,3.6,0,0,1.3,5.8,0,0,0.6,2.5,2.5,0,0.7,3.9,1,0,8.6,0,0,0,4.2,0,0,0,2.5,6.5,0,0,0,25,0,0,0,0,0,0,0,83.3,0,0,0,0,9999
0.5,0.0,0.0,27.9,0.0,7.1,0,19.8,7.6,0,0,0,0,0,1.8,1,6.2,8.3,0,0,2,1,0,5.3,44.5,7,0,0,0,0,14.6,0,0.5,0,1.1,0,0,0.7,0,0,0,37.5,0,0,0,0,0,0.5,0,0,9999
0.0,0.0,0.0,3.0,0.0,6.4,0,17.3,4.6,0,0,0.8,2.5,0,2.8,0,0,0,0,0,2,1.5,0,5.4,0,0.2,0,3.4,0,0,0,1,4.3,12.1,0,17.5,0,0,0,0,1.3,6.2,0,0,0,0,0,0.5,0,0,9999
0.0,0.0,0.0,26.2,0.0,16.5,0,0,0,3.3,4.8,0,7.9,5.8,52.3,0,3.5,2,13.2,5,47.9,0,1,0,0,0,0,0,0.8,0,7.4,0,0,8.5,0,25.9,0,0,0,0,15.5,0,13,0,0,0,0,0.1,0,0,9999
0.0,0.0,0.0,0.0,0.0,31.8,2.8,0,10.9,8.1,0.5,0,0,0,0.3,0,0.7,0,2.8,0,0,0,5.9,0,0,0,0,0,6.7,0,0,6.7,1.1,0,0,0.3,0,0,0,0,6,0,1.5,0,0,0,0,0,8.6,0,9999
0.0,0.0,0.0,1.0,1.0,1.3,16,0,6.1,17,2.5,0,1.5,0,34.8,0,0,0,4.6,0,0,9,6.9,1.3,5.4,0,0,0,0,1.1,0,0,0,0.4,0,0,0,0,0,0,9,0,6,0,2,0,0,0,0,0,9999
0.5,1.3,7.4,1.0,11.2,3.8,0,0,0.3,2.8,0,0,0,24.6,19.1,3,0.5,0,0,0,0,7,0,8.5,39.4,0,0,0,3.6,0,10,25.1,6.4,0,0,8.4,0,0,0.6,0.6,9.5,0,0,0,28,35.7,0,0,0,0,9999
0.0,0.0,0.0,1.0,1.0,63.8,2,0,0,0.3,0.3,0,0,9.4,0,3.5,13,35.4,14.6,0,0,17.5,7.8,12.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,5,0,4.5,3,0,14.9,0,0,0,0,9999
0.0,0.0,4.1,5.3,24.4,21.3,0,12.2,22.6,0,8.6,0,0,0,9.4,1,0,0,4.3,0,0,5.5,29.2,22.7,0,0.1,8.4,0,0,30.5,0.8,0,0,0,10.4,0,0,0,0,8,1.5,0,52,0,2.5,0,0,0,18.7,0,9999
0.0,0.0,0.0,0.0,6.1,4.3,21.1,0,0,5.3,36.1,0,0.8,0.8,0,38.2,0,0,9,0,6.3,1,0,0.6,33.6,10,17.3,9.4,0,0.3,0,0,3.8,24.5,0,0,1,0,0,0,0,0,1.5,10,0,11.5,0,0,0,0,9999
0.0,0.0,1.5,0.0,28.7,4.3,0,0.8,0,8.9,7.1,21.3,0,0,5.1,31.1,0,0,7.8,2.9,7,7.9,16.9,0.8,0.1,0,0,0,3.1,0,0,0,0,0,0,31.5,2.5,0.7,0,0,0,0,0,2,2.3,0,0,0,0,0,9999
0.0,0.0,21.3,0.3,10.9,1.3,0,8.1,7.4,8.9,0,37.8,2.8,0,26.7,0,0,0,6.3,0,17.7,3.1,3.7,4.4,0,0,4,0,0.3,2.5,0,0,0,0.4,0,23.9,4.9,25.2,0,1.3,2,43.6,9,5,52.6,37.2,0,20.2,0,0,9999
0.0,0.0,1.3,0.0,7.9,0,1.5,14.5,46,40.1,0,4.6,0.3,19.1,2,11,0.8,0,0.5,13.8,16,18.3,12,1.1,4.7,0,1.5,0,0,0,0,0,0,0,0,21.9,0,0,0,6.1,0.5,0,0,0,20.1,1.4,0,0.1,0,0,9999
10.7,0.0,0.3,0.0,0.0,11.4,0.8,0,31.8,41.4,0,60.2,58.2,27.7,0,0.8,0,0,2,13.1,10.8,0.5,3.3,1.6,0,0,0,0,0,0,40.4,0,0,0,0,0,16.8,0,0,0,0,7.8,0,0,3,19.9,0,0,0,0,9999
3.6,0.5,0.0,0.3,10.9,0,0,0,1.3,41.4,1.5,2.3,0,16.3,1.5,9.4,26.3,11.7,0,8.9,0,8,0,1.1,0,1.4,0,0,0,0,0,0,66.2,0,0,0,0,0,1,0,31,20,2,0,0,35.5,0,0.4,0,0,9999
0.0,11.7,21.1,10.4,8.1,23.6,5.8,0,0,0,90.2,0,0,6.4,13.7,10.3,0.7,0.5,16,0,0,24,0,0,0,1.7,20,0,0,0,0,0,16.8,8.6,0,0,0,13.3,0,4,0,2.5,7.5,12,0,1.9,0,3.4,0,39.3,9999
28.4,43.7,0.0,0.3,30.7,0,0,0,0.3,3.8,3.3,72.1,1.3,13.2,6.1,3.5,7.5,15.4,0.5,0,0,38.3,22.3,0,0.3,0,30.1,0.2,0.2,6,50.9,1.6,4.5,44.4,14,0,48.5,67,0,0,0,0,25.5,15.5,1.5,0,0,54.3,0,7,9999
0.0,0.0,13.7,21.1,0.0,4.6,8.4,0,3,4.6,0,1.5,12.2,2,0,25.4,0,4.3,0.3,0,7.3,1,14.2,0,28.1,0,2.4,0,18.9,8.7,50.9,0.1,14.4,8,7.6,0,0,7.7,0,0,8,2.6,2,4,27,5.1,2.3,35.6,0,0,9999
0.0,0.0,0.5,0.3,3.6,9.1,0,0,1,1.3,0,0,5.1,9.7,1.3,0,0,27.4,0,10.1,0,0.1,1,4.8,4.5,0.1,36.3,14.4,27.2,2.4,33.7,28.2,0,0,6.8,0,0,62.5,18.1,0,5,13.4,8,1,1,2.5,44.6,22.4,5.6,0,9999
0.0,18.8,0.0,1.0,4.8,7.6,0,0,0,1.3,8.9,0,0,0.3,0,0,0,52,0,0,0,0.9,7.1,15.5,0.3,0,18.7,6.3,0,0,19,23.3,1.3,2.2,6.8,26.9,0,4.1,0,0,5.5,14,29,60,1.4,0,1.5,0,19.3,0,9999
0.0,0.0,0.0,18.5,0.0,1.3,0,25.9,0,0.3,6.6,2,0,0,1.8,0,0,0,0,2.8,1,0,3.3,0,0,0,0.2,0,0,0,0,26.4,19.7,0,4.5,0.6,2.2,0,0,1.9,0.5,12,0,16.5,0,0,17.7,0,0.8,1,9999
1.5,0.0,0.0,0.0,53.6,30.7,10.4,0,5.6,8.1,0,36.1,41.4,0,0,0,0,0,11.8,13.5,0,0,0,0.8,0,1.3,2.4,15.4,0,0,0,2.5,0,0,0,1,0,11,1.7,5.3,0.9,22,2.5,2.6,0,31.4,0,16.8,28.3,25,9999
0.0,0.8,0.0,0.8,4.8,0.8,2.5,0,8.6,14.7,0,0,7.4,2.3,0,0,19,0,14,19.9,15.8,0,1.1,0,1.5,1.1,1.7,0,0,0,0,0,0,11.3,0.3,0,0,0,0,1.5,30.4,0,0,3.5,0,0.4,16.2,0,24.2,0,9999
1.0,4.1,0.0,1.8,34.8,35.1,17.5,1,2.3,18,0.8,3.8,9.9,2.3,0,0,0,37.8,0,2.2,7.8,0,0,0,1,0,17,7.8,28.5,0,9.8,0,0,0,0,0,21,0,0,0,13,0,0,33,0,6.9,0,30.4,6.6,25.2,9999
14.0,20.1,0.0,4.8,2.0,38.6,2.8,27.2,0,0.8,0,0.3,6.4,17.5,0,11.2,0,12,0,6.7,6,0,1.2,5.6,8.4,0,0,15.7,0,0,31.2,0,5.1,4.1,0,0,0.1,0.1,0,0,5.5,15.9,16.8,21.2,0,0,16.4,36.8,0.1,0,9999
13.5,10.7,0.0,22.6,0.0,0,0,2.3,16.5,0,0,0,0,10.2,0,12.2,0,0,37.2,44.3,0,0,0,0,0,30.5,0,22.3,0,8.3,3.9,14.9,4.9,5.5,0,0,0.8,25.1,2.3,0,0,1.9,19,5.5,0,31.8,0,0,6.2,5.1,9999
0.0,0.8,0.0,0.3,4.1,0,0,8.4,0,22.1,13,30.5,0,16.8,0,0,0,0,14,43.8,0,0.6,0,0,0,0,0,5.7,0.6,0,21.8,40.2,1.2,0,18.2,0,0,8.8,1.8,0,0,0.6,2.5,7.5,13,39.5,0,3.9,45.2,0,9999
0.0,7.9,0.0,0.0,16.5,0,1.3,0,1.3,1.5,0,13.7,1,2,0,0,0,25.5,26.5,2,17.4,0,0,1.3,0,36.8,0,37.6,19.4,0,21.3,7.9,10.1,0,0,0,0,7.5,0,0,1.5,0,12,0,1.2,2.4,0,0,0,15,9999
5.8,0.5,0.0,18.3,15.0,5.1,6.9,4.6,0,0,5.1,13.7,0,0,0,5.2,0,10,0,6.8,16.7,0,1,0,0,0,0,0,0,0,24.2,17.5,17.2,23.5,0,20.8,32.1,1.1,0,7.4,2.3,0,17.3,0,0,33.5,0,0,0,19,9999
5.3,13.7,4.1,8.4,9.9,15.2,0,0.5,9.7,0,0.8,11.2,12.2,0,46.5,4.3,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,34.9,0.7,5.1,15.5,19.2,21,15.9,2.4,5.2,45.5,0,34,46.5,36.2,1.5,0,3.6,0,7,9999
0.0,10.9,0.0,9.7,41.4,0,0,8.6,0,0.5,0.8,0.3,0,16.5,0.8,25,1,0,0,0,68.8,0,1,0.3,28.3,0.3,0,0,0,0,1.7,27.78,42.1,21,0,0.5,0,46.2,0,83,10.5,0,73,24,3.4,0,14.5,0,1.3,2,9999
36.1,1.3,0.0,0.0,30.7,1,0,0,5.1,0,0,35.6,0,0.5,0,1.6,0.3,0,0,1,0,0,0,0,0,0,0,11.3,0,0,3,0,0,5.3,0,4,0,0.9,0,5.1,11.5,0.5,0,6,0,0,0,0,0,9,9999
0.0,0.0,2.3,0.5,13.7,3,17.3,0,0,0,5.3,10.9,0.5,0,0,4.6,2,0,2,46.1,23.7,2.9,0,0,39.5,5.8,0,1.8,0,0,11.8,8.7,0,5,0,0,16.9,0,10.4,50.1,0,13.6,7.2,35.5,0,0.5,5.2,3.4,26.4,0,9999
0.0,0.0,3.3,0.0,0.0,0,11.4,0,4.3,5.6,6.1,2.5,14.5,0,0,11.9,11,3,32.2,0,4.1,11.5,0,0,15.6,0.4,0,8.7,12.4,0,59.2,0,2.3,24,0,5.9,29.7,0,26.3,23,30,0.7,25.8,0,7,24.6,0,28.9,13.9,17,9999
0.0,0.0,0.0,17.5,0.0,1.8,0,0,0,30.2,0.3,21.6,11.7,0,0,13.4,35,0,1.5,9,0,1,20.5,4,2.3,0,6,1.7,14.6,0,0,0,1.6,0,0,0,26.8,0,18.1,43.5,0,16.4,4,16.2,5.7,3.4,3.7,0,0.3,8,9999
20.8,0.0,0.0,8.6,30.7,10.2,0,0,12.2,0,2.3,68.1,3.6,0,0.8,38.7,2.2,0,0,36,2.8,2.2,0,0.5,53,0,0,10.7,0,13.4,0,23.7,1.1,22.4,8.7,5,20.2,0,0,3,28.5,3.8,18.6,0,0,0.5,0,5.5,0,15.1,9999
1.0,0.0,0.0,13.5,0.8,0,0,6.9,0.3,5.8,15,6.4,1.3,0,5.8,0,8.5,0,0,6.2,0.2,16.9,55,0,6.1,2,0,0,0,8.4,6.7,12.4,3.4,0,0,2,2.3,0,0,0,8.5,0,0.5,0,1.5,0,1,10.5,8.7,5.2,9999
3.6,0.0,0.0,11.7,38.9,0,0,0,0,32.3,0,0,20.3,0,0,0,17,0,0,0,36.4,44.5,5.3,0,0,17.6,0,0,0,43.2,30.7,7.5,71.2,0.5,0,9.6,0.6,0,0,26,14.5,25,0,3.3,0,0,3.8,13.2,0,10,9999
